#Results from sample_experiment.py.  First line is means, second line is standard deviations.
-2050.40, -523.50, -120.10, -63.10, -14.90, -995.90, -42.10, -48.00, -4.60, 3.80, 3.70, -50.40, -3.90, -0.10, -1.50, -6.80, -17.70, -8.30, -16.70, 3.00, 4.60, 
2537.99, 624.29, 140.63, 95.57, 39.38, 2109.82, 110.19, 61.94, 33.56, 2.30, 3.92, 118.93, 15.70, 13.44, 9.97, 35.27, 44.29, 25.37, 45.03, 3.13, 4.60, 
